1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.41,0.13,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,0.62,
1.87,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.13,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,0.62,
1.89,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.13,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,0.62,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.13,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.25,0.32,-1.00,0.06,0.62,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.13,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,-1.00,
1.86,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.13,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,-1.00,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.47,2.69,0.08,0.14,0.21,0.38,0.41,0.13,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,-1.00,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.42,0.13,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,-1.00,
1.87,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,-1.00,
1.87,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.41,0.13,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,-1.00,
1.87,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.41,0.13,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,-1.00,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,-1.00,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.47,2.68,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,-1.00,
1.90,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,-1.00,
1.90,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.32,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,-1.00,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,-1.00,0.09,0.14,0.42,0.38,0.21,0.14,0.08,0.06,0.31,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.33,-1.00,0.06,-1.00,
1.89,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,-1.00,0.09,0.14,0.42,0.38,0.21,0.14,0.08,0.06,0.32,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.33,-1.00,0.06,0.65,
1.89,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.42,0.13,0.09,-1.00,0.06,0.31,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.33,-1.00,0.06,0.65,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.47,2.68,0.08,0.14,0.21,0.38,0.42,0.13,0.09,-1.00,0.06,0.31,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.33,-1.00,0.06,0.64,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.42,0.13,0.09,-1.00,0.06,0.31,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.33,-1.00,0.06,0.64,
1.86,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.42,0.13,0.09,-1.00,0.06,0.31,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,0.63,
1.87,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.42,0.14,0.09,-1.00,0.06,0.32,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.33,-1.00,0.06,0.62,
1.86,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.31,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.33,-1.00,0.06,0.62,
1.87,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.32,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.33,-1.00,0.06,0.61,
1.86,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.32,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.33,-1.00,0.06,0.60,
1.87,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.32,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.33,-1.00,0.06,0.58,
1.86,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.32,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.33,-1.00,0.06,0.57,
1.87,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.32,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.33,-1.00,0.06,0.56,
1.87,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.32,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.33,-1.00,0.06,0.55,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.32,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.33,-1.00,0.06,0.54,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.32,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.34,-1.00,0.06,0.53,
1.87,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.32,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.34,-1.00,0.06,0.52,
1.87,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.32,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.34,-1.00,0.06,0.51,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.32,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.33,-1.00,0.06,0.51,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.32,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.33,-1.00,0.06,0.50,
1.89,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.32,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.33,-1.00,0.06,0.49,
1.89,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.32,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.33,-1.00,0.06,0.48,
1.89,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.32,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.34,-1.00,0.06,0.47,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.32,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.34,-1.00,0.06,0.46,
1.90,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.06,0.32,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.34,-1.00,0.06,0.45,
1.90,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.07,0.31,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.34,-1.00,0.06,0.44,
1.89,-1.00,-1.00,6.63,-1.00,-1.00,2.47,2.69,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.07,0.31,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.34,-1.00,0.06,0.43,
1.91,-1.00,-1.00,6.63,-1.00,-1.00,2.47,2.69,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.07,0.31,1.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.34,-1.00,0.06,0.41,
1.90,-1.00,-1.00,6.63,-1.00,-1.00,2.47,2.69,0.08,0.14,0.21,0.38,0.41,0.14,0.09,-1.00,0.07,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.34,-1.00,0.06,0.40,
