1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.41,0.13,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,0.62,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.08,0.14,0.21,0.38,0.41,0.13,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,0.62,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.13,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,0.62,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.13,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,0.62,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.13,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,-1.00,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.13,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,-1.00,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.13,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,-1.00,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.13,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,-1.00,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.13,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,-1.00,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.13,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,-1.00,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.13,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,-1.00,
1.88,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.69,0.08,0.14,0.21,0.38,0.41,0.13,0.09,-1.00,0.06,0.31,1.70,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.24,0.32,-1.00,0.06,-1.00,
