1.70,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.06,0.11,0.19,0.39,0.34,0.15,0.08,-1.00,0.05,0.19,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.29,-1.00,-1.00,0.06,0.20,
1.72,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.06,0.11,0.19,0.39,0.34,0.15,0.08,-1.00,0.05,0.18,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.29,-1.00,-1.00,0.07,0.20,
1.71,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.06,0.11,0.19,0.39,0.34,0.15,0.08,-1.00,0.05,0.18,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.29,-1.00,-1.00,0.07,0.19,
1.71,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.06,0.11,0.19,0.39,0.34,0.15,0.08,-1.00,0.04,0.17,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.29,-1.00,-1.00,0.07,0.19,
1.69,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.68,0.06,0.11,0.19,0.39,0.34,0.15,0.08,-1.00,0.04,0.17,1.59,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.29,-1.00,-1.00,0.07,0.18,
1.68,-1.00,-1.00,6.63,-1.00,-1.00,2.46,2.67,0.06,0.11,0.19,0.39,0.34,0.15,0.08,-1.00,0.04,0.17,1.60,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.29,-1.00,-1.00,0.07,0.18,
1.69,-1.00,-1.00,6.63,-1.00,-1.00,2.47,2.67,0.06,0.11,0.19,0.39,0.34,0.15,0.08,-1.00,0.04,0.17,1.60,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.29,-1.00,-1.00,0.07,0.18,
1.69,-1.00,-1.00,6.63,-1.00,-1.00,2.47,2.67,-1.00,0.08,0.15,0.34,0.39,0.19,0.11,0.06,0.04,0.17,1.60,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.29,-1.00,-1.00,0.07,0.17,
1.67,-1.00,-1.00,6.63,-1.00,-1.00,2.47,2.67,0.06,0.11,0.19,0.39,0.34,0.15,0.08,-1.00,0.05,0.17,1.60,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.29,-1.00,-1.00,0.07,0.17,
1.67,-1.00,-1.00,6.63,-1.00,-1.00,2.47,2.67,-1.00,0.08,0.15,0.34,0.39,0.19,0.11,0.06,0.05,0.18,1.61,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.29,-1.00,-1.00,0.07,0.17,
